tissue	N	ensid	gene	local.h2	local.se	local.p	gene	global.h2	global.se	global.p	gene	loc.jt.h2	loc.jt.se	glo.jt.h2	glo.jt.se
DGN-WB	922	ENSG00000099834.14	CDHR5	0.105190	0.035722	6.551e-06	CDHR5	0.128497	0.162018	0.2237	CDHR5	0.105415	0.035742	0.122223	0.150734
DGN-WB	922	ENSG00000148737.11	TCF7L2	0.185394	0.042490	3.665e-11	TCF7L2	0.128492	0.155770	0.2043	TCF7L2	0.183622	0.042255	0.127906	0.138372
DGN-WB	922	ENSG00000008294.16	SPAG9	0.000001	0.012783	0.5	SPAG9	0.128484	0.157084	0.2065	SPAG9	0.000001	0.012783	0.121743	0.156755
DGN-WB	922	ENSG00000068697.6	LAPTM4A	0.001165	0.011005	0.4533	LAPTM4A	0.128398	0.156342	0.2082	LAPTM4A	0.001435	0.011016	0.129063	0.156327
DGN-WB	922	ENSG00000142687.13	KIAA0319L	0.000001	0.011536	0.5	KIAA0319L	0.128355	0.148144	0.1846	KIAA0319L	0.000001	0.011767	0.126589	0.148036
DGN-WB	922	ENSG00000170365.5	SMAD1	0.046660	0.022141	0.0004648	SMAD1	0.128315	0.155272	0.2026	SMAD1	0.049259	0.022680	0.189085	0.151988
DGN-WB	922	ENSG00000132664.7	POLR3F	0.010416	0.013691	0.1741	POLR3F	0.128311	0.157633	0.2076	POLR3F	0.010453	0.013736	0.127686	0.157385
DGN-WB	922	ENSG00000031691.6	CENPQ	0.136631	0.042736	0	CENPQ	0.128248	0.159404	0.2161	CENPQ	0.136228	0.042663	0.086187	0.143052
DGN-WB	922	ENSG00000164603.7	C7orf60	0.000001	0.008439	0.5	C7orf60	0.128176	0.153264	0.1957	C7orf60	0.000001	0.008446	0.128004	0.153259
DGN-WB	922	ENSG00000084676.11	NCOA1	0.043727	0.021143	5.889e-05	NCOA1	0.128106	0.151870	0.1938	NCOA1	0.043768	0.021203	0.102306	0.144558
DGN-WB	922	ENSG00000137216.14	TMEM63B	0.261239	0.043771	0	TMEM63B	0.128058	0.155433	0.2034	TMEM63B	0.264391	0.043882	0.206440	0.127037
DGN-WB	922	ENSG00000174780.11	SRP72	0.181206	0.040684	0	SRP72	0.128052	0.153690	0.196	SRP72	0.180922	0.040609	0.115722	0.135818
DGN-WB	922	ENSG00000198826.6	ARHGAP11A	0.501319	0.051940	2.72e-15	ARHGAP11A	0.128019	0.159156	0.2124	ARHGAP11A	0.500584	0.051990	0.032652	0.090877
DGN-WB	922	ENSG00000198890.6	PRMT6	0.450176	0.046938	0	PRMT6	0.128003	0.152387	0.1994	PRMT6	0.450066	0.046954	0.046106	0.093777
DGN-WB	922	ENSG00000115977.14	AAK1	0.006851	0.011256	0.2282	AAK1	0.127982	0.149780	0.1887	AAK1	0.007357	0.011424	0.134535	0.150127
DGN-WB	922	ENSG00000136205.12	TNS3	0.001063	0.013658	0.4727	TNS3	0.127950	0.153980	0.1995	TNS3	0.000414	0.013429	0.127733	0.154011
DGN-WB	922	ENSG00000122188.8	LAX1	0.096859	0.028177	4.847e-13	LAX1	0.127848	0.150787	0.1937	LAX1	0.096765	0.028197	0.008868	0.134956
DGN-WB	922	ENSG00000137767.9	SQRDL	0.260346	0.052658	1.366e-14	SQRDL	0.127826	0.157676	0.2077	SQRDL	0.259089	0.052574	0.098854	0.122525
DGN-WB	922	ENSG00000197576.9	HOXA4	0.163327	0.039519	0	HOXA4	0.127809	0.153912	0.1992	HOXA4	0.162739	0.039442	0.054918	0.131436
DGN-WB	922	ENSG00000108370.11	RGS9	0.000001	0.008686	0.5	RGS9	0.127797	0.156293	0.203	RGS9	0.000001	0.008866	0.129242	0.156643
DGN-WB	922	ENSG00000166135.8	HIF1AN	0.145812	0.035693	0	HIF1AN	0.127770	0.152276	0.194	HIF1AN	0.145417	0.035646	0.098641	0.139311
DGN-WB	922	ENSG00000167685.10	ZNF444	0.000001	0.016783	0.5	ZNF444	0.127726	0.162450	0.2233	ZNF444	0.000001	0.016667	0.111516	0.161895
DGN-WB	922	ENSG00000101109.7	STK4	0.048473	0.024425	0.004345	STK4	0.127690	0.158444	0.2109	STK4	0.048286	0.024269	0.141110	0.156141
DGN-WB	922	ENSG00000142867.8	BCL10	0.052516	0.023513	5.326e-05	BCL10	0.127608	0.150261	0.193	BCL10	0.051873	0.023330	0.112341	0.147207
DGN-WB	922	ENSG00000158488.11	CD1E	0.207588	0.043716	0	CD1E	0.127583	0.152666	0.201	CD1E	0.206670	0.043653	0.074186	0.129147
DGN-WB	922	ENSG00000205765.4	C5orf51	0.000001	0.009098	0.5	C5orf51	0.127568	0.158715	0.2159	C5orf51	0.000001	0.009014	0.116266	0.158198
DGN-WB	922	ENSG00000113810.11	SMC4	0.027993	0.016514	4.955e-05	SMC4	0.127561	0.149778	0.1861	SMC4	0.027461	0.016354	0.056919	0.145815
DGN-WB	922	ENSG00000167925.11	GHDC	0.000001	0.008285	0.5	GHDC	0.127521	0.154117	0.1983	GHDC	0.000001	0.008140	0.123790	0.154027
DGN-WB	922	ENSG00000170836.7	PPM1D	0.000001	0.011128	0.5	PPM1D	0.127497	0.162249	0.2241	PPM1D	0.000001	0.011017	0.106533	0.160582
DGN-WB	922	ENSG00000066933.11	MYO9A	0.000001	0.009322	0.5	MYO9A	0.127417	0.162594	0.2236	MYO9A	0.000001	0.009158	0.118316	0.162471
DGN-WB	922	ENSG00000186834.2	HEXIM1	0.107365	0.036454	4.267e-13	HEXIM1	0.127411	0.152574	0.191	HEXIM1	0.107257	0.036441	0.086242	0.141735
DGN-WB	922	ENSG00000164885.8	CDK5	0.007790	0.013339	0.2469	CDK5	0.127378	0.152948	0.1964	CDK5	0.008933	0.013684	0.137716	0.152624
DGN-WB	922	ENSG00000184260.4	HIST2H2AC	0.000001	0.004132	0.5	HIST2H2AC	0.127375	0.159370	0.2233	HIST2H2AC	0.000001	0.004135	0.127164	0.159358
DGN-WB	922	ENSG00000139636.11	LMBR1L	0.014852	0.013035	0.04534	LMBR1L	0.127317	0.157222	0.2113	LMBR1L	0.014933	0.013017	0.133368	0.157080
DGN-WB	922	ENSG00000100784.5	RPS6KA5	0.094950	0.034826	0.0003167	RPS6KA5	0.127267	0.156239	0.2049	RPS6KA5	0.092863	0.034431	0.109362	0.149042
DGN-WB	922	ENSG00000133067.13	LGR6	0.261461	0.049575	5.614e-11	LGR6	0.127246	0.155619	0.2125	LGR6	0.262363	0.049668	0.102112	0.128582
DGN-WB	922	ENSG00000164151.7	KIAA0947	0.025234	0.018522	0.03679	KIAA0947	0.127243	0.151318	0.1905	KIAA0947	0.024549	0.018413	0.109767	0.149322
DGN-WB	922	ENSG00000143994.9	ABHD1	0.061687	0.028803	6.419e-07	ABHD1	0.127198	0.158254	0.2163	ABHD1	0.061850	0.028787	0.173620	0.153347
DGN-WB	922	ENSG00000160223.12	ICOSLG	0.275303	0.048611	0	ICOSLG	0.127119	0.156808	0.205	ICOSLG	0.273003	0.048208	0.164531	0.130127
DGN-WB	922	ENSG00000106012.13	IQCE	0.049387	0.028845	0.04584	IQCE	0.127104	0.163219	0.2305	IQCE	0.053726	0.029881	0.155298	0.158796
DGN-WB	922	ENSG00000103942.8	HOMER2	0.093742	0.034171	1.324e-12	HOMER2	0.127075	0.154188	0.1951	HOMER2	0.096394	0.034705	0.206034	0.147264
DGN-WB	922	ENSG00000266173.1	STRADA	0.026206	0.015063	7.085e-06	STRADA	0.127058	0.152908	0.1933	STRADA	0.026309	0.015098	0.122688	0.150866
DGN-WB	922	ENSG00000198331.6	HYLS1	0.000812	0.010372	0.4661	HYLS1	0.127005	0.158828	0.2139	HYLS1	0.000254	0.010220	0.126660	0.158947
DGN-WB	922	ENSG00000149294.12	NCAM1	0.011788	0.013447	0.1204	NCAM1	0.126960	0.165111	0.2348	NCAM1	0.011700	0.013361	0.128025	0.164806
DGN-WB	922	ENSG00000180488.10	FAM73A	0.113113	0.034603	1.11e-16	FAM73A	0.126958	0.154452	0.2083	FAM73A	0.112722	0.034545	0.111813	0.141921
DGN-WB	922	ENSG00000161640.11	SIGLEC11	0.560533	0.042506	0	SIGLEC11	0.126958	0.160500	0.2183	SIGLEC11	0.560513	0.042528	0.018587	0.082401
DGN-WB	922	ENSG00000166402.4	TUB	0.083872	0.029054	6.992e-07	TUB	0.126911	0.149452	0.1872	TUB	0.083449	0.029018	0.092443	0.143825
DGN-WB	922	ENSG00000137393.8	RNF144B	0.208532	0.044849	0	RNF144B	0.126880	0.155203	0.2048	RNF144B	0.208095	0.044792	0.062700	0.128897
DGN-WB	922	ENSG00000082213.13	C5orf22	0.148247	0.035306	9.386e-13	C5orf22	0.126874	0.166033	0.2388	C5orf22	0.148220	0.035223	0.132539	0.151711
DGN-WB	922	ENSG00000124299.8	PEPD	0.095333	0.032425	1.294e-06	PEPD	0.126843	0.151164	0.1883	PEPD	0.094850	0.032278	0.134090	0.143718
DGN-WB	922	ENSG00000133063.11	CHIT1	0.211773	0.038639	0	CHIT1	0.126825	0.154753	0.2099	CHIT1	0.211258	0.038483	0.138217	0.133626
DGN-WB	922	ENSG00000184277.8	TM2D3	0.043656	0.019416	4.869e-06	TM2D3	0.126787	0.164196	0.2296	TM2D3	0.044551	0.019686	0.154408	0.161948
DGN-WB	922	ENSG00000122986.9	HVCN1	0.029811	0.016946	1.905e-06	HVCN1	0.126766	0.158180	0.2152	HVCN1	0.030370	0.017167	0.160540	0.156531
DGN-WB	922	ENSG00000166130.10	IKBIP	0.329933	0.048572	0	IKBIP	0.126759	0.147363	0.1795	IKBIP	0.330542	0.048557	0.094630	0.113121
DGN-WB	922	ENSG00000160200.13	CBS	0.722281	0.029785	0	CBS	0.126749	0.155501	0.1993	CBS	0.721862	0.029782	0.065161	0.056854
DGN-WB	922	ENSG00000137818.7	RPLP1	0.019259	0.015266	0.04025	RPLP1	0.126704	0.156079	0.2048	RPLP1	0.018943	0.015191	0.117082	0.155346
DGN-WB	922	ENSG00000117560.6	FASLG	0.038689	0.021403	0.007855	FASLG	0.126655	0.145452	0.1807	FASLG	0.037241	0.021026	0.102037	0.142711
DGN-WB	922	ENSG00000182899.10	RPL35A	0.000001	0.008882	0.5	RPL35A	0.126653	0.154688	0.2044	RPL35A	0.000001	0.009114	0.127789	0.154799
DGN-WB	922	ENSG00000178764.6	ZHX2	0.054179	0.027228	0.0171	ZHX2	0.126649	0.161237	0.221	ZHX2	0.053906	0.027196	0.114884	0.158692
DGN-WB	922	ENSG00000168268.6	NT5DC2	0.591255	0.055722	0	NT5DC2	0.126648	0.154135	0.1996	NT5DC2	0.589513	0.055922	0.052766	0.072349
DGN-WB	922	ENSG00000022976.11	ZNF839	0.009981	0.010961	0.0931	ZNF839	0.126541	0.167620	0.2416	ZNF839	0.009955	0.010982	0.122272	0.166751
DGN-WB	922	ENSG00000184307.9	ZDHHC23	0.000001	0.010233	0.5	ZDHHC23	0.126536	0.159569	0.222	ZDHHC23	0.000001	0.010296	0.126595	0.159655
DGN-WB	922	ENSG00000172554.7	SNTG2	0.239559	0.041536	0	SNTG2	0.126506	0.154586	0.2065	SNTG2	0.239249	0.041528	0.040595	0.126882
DGN-WB	922	ENSG00000139291.9	TMEM19	0.000001	0.008990	0.5	TMEM19	0.126503	0.158123	0.215	TMEM19	0.000001	0.009011	0.126300	0.158115
DGN-WB	922	ENSG00000149503.8	INCENP	0.133154	0.038756	4.774e-15	INCENP	0.126464	0.163569	0.2312	INCENP	0.132125	0.038601	0.071863	0.146722
DGN-WB	922	ENSG00000160785.9	SLC25A44	0.021522	0.015270	0.02052	SLC25A44	0.126393	0.162639	0.2369	SLC25A44	0.021711	0.015302	0.134597	0.161494
DGN-WB	922	ENSG00000175536.6	LIPT2	0.170211	0.041149	0	LIPT2	0.126376	0.157578	0.2123	LIPT2	0.170025	0.041134	0.017097	0.133962
DGN-WB	922	ENSG00000161180.5	CCDC116	0.147719	0.039253	0	CCDC116	0.126331	0.158462	0.2112	CCDC116	0.146630	0.039112	0.073120	0.144782
DGN-WB	922	ENSG00000105323.12	HNRNPUL1	0.000001	0.009332	0.5	HNRNPUL1	0.126321	0.164243	0.2307	HNRNPUL1	0.000001	0.009287	0.125762	0.164264
DGN-WB	922	ENSG00000133246.7	PRAM1	0.035216	0.020932	0.017	PRAM1	0.126125	0.158870	0.2148	PRAM1	0.034820	0.020869	0.112067	0.156888
DGN-WB	922	ENSG00000172728.11	FUT10	0.665801	0.044080	0	FUT10	0.126029	0.151105	0.192	FUT10	0.657666	0.044829	0.000001	0.055691
DGN-WB	922	ENSG00000143365.12	RORC	0.000001	0.010381	0.5	RORC	0.125948	0.158261	0.224	RORC	0.000001	0.010253	0.106218	0.157041
DGN-WB	922	ENSG00000174697.4	LEP	0.000001	0.010241	0.5	LEP	0.125914	0.154045	0.204	LEP	0.000001	0.010179	0.121613	0.153980
DGN-WB	922	ENSG00000093217.5	XYLB	0.099842	0.032051	9.551e-09	XYLB	0.125768	0.153995	0.2027	XYLB	0.099513	0.031927	0.131166	0.144037
DGN-WB	922	ENSG00000164776.5	PHKG1	0.156491	0.041386	0	PHKG1	0.125690	0.162492	0.2294	PHKG1	0.156332	0.041346	0.105846	0.143184
DGN-WB	922	ENSG00000105723.7	GSK3A	0.000001	0.005206	0.5	GSK3A	0.125682	0.159369	0.2173	GSK3A	0.000001	0.005167	0.125173	0.159347
DGN-WB	922	ENSG00000076944.10	STXBP2	0.054922	0.024451	0.001176	STXBP2	0.125654	0.152905	0.1971	STXBP2	0.059273	0.025138	0.194725	0.151741
DGN-WB	922	ENSG00000163468.9	CCT3	0.166680	0.037476	0	CCT3	0.125612	0.159382	0.2254	CCT3	0.166348	0.037433	0.048504	0.134216
DGN-WB	922	ENSG00000082014.12	SMARCD3	0.050489	0.023167	0.0003832	SMARCD3	0.125556	0.159311	0.2205	SMARCD3	0.050126	0.023056	0.112245	0.156154
DGN-WB	922	ENSG00000162600.7	OMA1	0.129432	0.032919	0	OMA1	0.125548	0.154289	0.2108	OMA1	0.128854	0.032806	0.132046	0.142207
DGN-WB	922	ENSG00000058262.5	SEC61A1	0.012308	0.013552	0.1463	SEC61A1	0.125536	0.152323	0.1995	SEC61A1	0.014155	0.014106	0.150526	0.152464
DGN-WB	922	ENSG00000172262.7	ZNF131	0.045830	0.026863	0.005927	ZNF131	0.125528	0.156611	0.2117	ZNF131	0.045717	0.026770	0.117521	0.151267
DGN-WB	922	ENSG00000220008.2	LINGO3	0.006842	0.017350	0.3545	LINGO3	0.125524	0.157864	0.2129	LINGO3	0.005568	0.017023	0.121217	0.157860
DGN-WB	922	ENSG00000213889.6	PPM1N	0.174786	0.035958	0	PPM1N	0.125511	0.150492	0.1896	PPM1N	0.173891	0.035904	0.042721	0.134876
DGN-WB	922	ENSG00000137275.9	RIPK1	0.076845	0.029317	0.0001572	RIPK1	0.125448	0.153203	0.2005	RIPK1	0.077146	0.029334	0.133321	0.149745
DGN-WB	922	ENSG00000143850.8	PLEKHA6	0.118571	0.032728	4.727e-13	PLEKHA6	0.125432	0.150209	0.1974	PLEKHA6	0.117875	0.032651	0.072585	0.140564
DGN-WB	922	ENSG00000123552.12	USP45	0.040329	0.020155	2.794e-05	USP45	0.125352	0.155118	0.2089	USP45	0.040834	0.020209	0.153427	0.154112
DGN-WB	922	ENSG00000023318.7	ERP44	0.021399	0.015022	0.005239	ERP44	0.125348	0.158043	0.2158	ERP44	0.021769	0.015060	0.151019	0.157405
DGN-WB	922	ENSG00000178053.13	MLF1	0.159491	0.041233	0	MLF1	0.125336	0.155501	0.2101	MLF1	0.158882	0.041167	0.058759	0.138019
DGN-WB	922	ENSG00000125266.6	EFNB2	0.009966	0.015632	0.2278	EFNB2	0.125177	0.159878	0.2196	EFNB2	0.010012	0.015597	0.126354	0.159867
DGN-WB	922	ENSG00000241852.5	C8orf58	0.185499	0.036783	0	C8orf58	0.125113	0.155631	0.2075	C8orf58	0.187665	0.036895	0.231486	0.140276
DGN-WB	922	ENSG00000087303.12	NID2	0.004528	0.013779	0.3728	NID2	0.125107	0.162253	0.2273	NID2	0.004558	0.013858	0.124980	0.162240
DGN-WB	922	ENSG00000153208.12	MERTK	0.453677	0.052426	0	MERTK	0.125085	0.153234	0.2056	MERTK	0.453313	0.052426	0.023387	0.091885
DGN-WB	922	ENSG00000182552.10	RWDD4	0.004331	0.017365	0.4069	RWDD4	0.125043	0.155653	0.2081	RWDD4	0.004242	0.017062	0.125252	0.155641
DGN-WB	922	ENSG00000092621.7	PHGDH	0.306869	0.058418	0	PHGDH	0.125001	0.150869	0.2007	PHGDH	0.304743	0.058257	0.086018	0.114604
DGN-WB	922	ENSG00000111897.5	SERINC1	0.076758	0.025367	0	SERINC1	0.124966	0.155320	0.2098	SERINC1	0.077910	0.025600	0.191520	0.148632
DGN-WB	922	ENSG00000141391.9	SLMO1	0.134542	0.035998	0	SLMO1	0.124951	0.157335	0.2119	SLMO1	0.133674	0.035878	0.087687	0.140712
DGN-WB	922	ENSG00000156574.5	NODAL	0.049072	0.026976	0.02599	NODAL	0.124926	0.155869	0.2116	NODAL	0.047508	0.026754	0.098449	0.153345
DGN-WB	922	ENSG00000079332.9	SAR1A	0.029451	0.022143	0.06864	SAR1A	0.124792	0.167406	0.2477	SAR1A	0.028302	0.021943	0.098626	0.165492
DGN-WB	922	ENSG00000198003.7	CCDC151	0.003119	0.010980	0.3976	CCDC151	0.124780	0.150312	0.1919	CCDC151	0.003596	0.011183	0.126672	0.150423
DGN-WB	922	ENSG00000106328.8	FSCN3	0.030042	0.017003	0.0005101	FSCN3	0.124780	0.149388	0.1896	FSCN3	0.030709	0.017221	0.146027	0.148160
DGN-WB	922	ENSG00000113249.8	HAVCR1	0.024205	0.015619	0.004203	HAVCR1	0.124719	0.157278	0.2152	HAVCR1	0.024546	0.015709	0.130790	0.155859
DGN-WB	922	ENSG00000026508.12	CD44	0.074054	0.028292	8.547e-06	CD44	0.124677	0.154929	0.2072	CD44	0.075595	0.028576	0.157843	0.151445
DGN-WB	922	ENSG00000170854.12	MINA	0.198457	0.044961	0	MINA	0.124659	0.154704	0.2076	MINA	0.198367	0.044937	0.022689	0.126515
DGN-WB	922	ENSG00000126254.7	RBM42	0.040253	0.020849	0.003082	RBM42	0.124627	0.157547	0.2119	RBM42	0.039578	0.020757	0.085904	0.154349
DGN-WB	922	ENSG00000097007.13	ABL1	0.019888	0.018157	0.1066	ABL1	0.124605	0.164328	0.2377	ABL1	0.018393	0.017857	0.091100	0.163651
DGN-WB	922	ENSG00000160307.5	S100B	0.640628	0.046645	0	S100B	0.124575	0.158429	0.2151	S100B	0.640584	0.046670	0.064656	0.064692
DGN-WB	922	ENSG00000100104.7	SRRD	0.008354	0.017251	0.287	SRRD	0.124563	0.165262	0.2368	SRRD	0.007470	0.017086	0.116882	0.165259
DGN-WB	922	ENSG00000038358.10	EDC4	0.000001	0.003841	0.5	EDC4	0.124552	0.159554	0.2205	EDC4	0.000001	0.003970	0.124766	0.159657
DGN-WB	922	ENSG00000156711.12	MAPK13	0.044546	0.023725	0.003909	MAPK13	0.124546	0.159139	0.2217	MAPK13	0.043368	0.023468	0.078166	0.155071
DGN-WB	922	ENSG00000167100.10	SAMD14	0.023919	0.018321	0.0493	SAMD14	0.124536	0.160718	0.2241	SAMD14	0.023594	0.018260	0.112552	0.158598
DGN-WB	922	ENSG00000049167.9	ERCC8	0.085209	0.028330	0	ERCC8	0.124521	0.159496	0.2196	ERCC8	0.084936	0.028291	0.094453	0.142446
DGN-WB	922	ENSG00000147548.12	WHSC1L1	0.018196	0.012357	0.004372	WHSC1L1	0.124509	0.153439	0.2011	WHSC1L1	0.018536	0.012371	0.147901	0.154315
DGN-WB	922	ENSG00000103490.13	PYCARD	0.000001	0.007969	0.5	PYCARD	0.124509	0.158976	0.2183	PYCARD	0.000001	0.008268	0.129384	0.159144
DGN-WB	922	ENSG00000133805.11	AMPD3	0.203592	0.041999	4.274e-15	AMPD3	0.124505	0.164962	0.2389	AMPD3	0.204110	0.041956	0.147877	0.148136
DGN-WB	922	ENSG00000165898.9	ISCA2	0.514932	0.047640	0	ISCA2	0.124477	0.158675	0.2188	ISCA2	0.500276	0.047925	0.000001	0.086306
DGN-WB	922	ENSG00000151327.8	FAM177A1	0.355974	0.049736	0	FAM177A1	0.124475	0.159463	0.2205	FAM177A1	0.356000	0.049620	0.141012	0.119638
DGN-WB	922	ENSG00000164080.8	RAD54L2	0.004659	0.007914	0.1995	RAD54L2	0.124341	0.161275	0.2299	RAD54L2	0.005101	0.008391	0.124901	0.161576
DGN-WB	922	ENSG00000151612.11	ZNF827	0.017271	0.015084	0.07786	ZNF827	0.124308	0.159331	0.2234	ZNF827	0.017126	0.014998	0.124040	0.158547
DGN-WB	922	ENSG00000166164.11	BRD7	0.369905	0.044417	0	BRD7	0.124305	0.161290	0.2235	BRD7	0.370858	0.044235	0.255307	0.116671
DGN-WB	922	ENSG00000187535.9	IFT140	0.249918	0.046395	0	IFT140	0.124300	0.162379	0.2297	IFT140	0.250006	0.046412	0.096892	0.133721
DGN-WB	922	ENSG00000111271.10	ACAD10	0.002792	0.007819	0.3808	ACAD10	0.124263	0.157296	0.2172	ACAD10	0.002521	0.007717	0.122023	0.157235
DGN-WB	922	ENSG00000197353.3	LYPD2	0.086509	0.028082	6.131e-13	LYPD2	0.124252	0.153807	0.2029	LYPD2	0.088695	0.028504	0.194472	0.150566
DGN-WB	922	ENSG00000241839.5	PLEKHO2	0.269292	0.055422	0	PLEKHO2	0.124209	0.155510	0.209	PLEKHO2	0.268687	0.055405	0.100337	0.122678
DGN-WB	922	ENSG00000164022.12	AIMP1	0.045449	0.022022	1.318e-05	AIMP1	0.124178	0.155591	0.2117	AIMP1	0.044685	0.021788	0.082750	0.150825
DGN-WB	922	ENSG00000237765.2	FAM200B	0.028736	0.018299	0.01247	FAM200B	0.124170	0.158272	0.2187	FAM200B	0.029769	0.018534	0.147977	0.157128
DGN-WB	922	ENSG00000155287.6	SLC25A28	0.027360	0.017928	0.008867	SLC25A28	0.124022	0.155297	0.2107	SLC25A28	0.026786	0.017759	0.107898	0.152198
DGN-WB	922	ENSG00000162139.5	NEU3	0.003554	0.009990	0.3572	NEU3	0.124011	0.156804	0.2128	NEU3	0.004366	0.010377	0.130041	0.157032
DGN-WB	922	ENSG00000170502.8	NUDT9	0.054356	0.023839	3.212e-06	NUDT9	0.123991	0.158506	0.2215	NUDT9	0.054782	0.023888	0.140042	0.154619
DGN-WB	922	ENSG00000159496.10	RGL4	0.018573	0.014858	0.04699	RGL4	0.123913	0.149873	0.1884	RGL4	0.018701	0.014861	0.126290	0.148613
DGN-WB	922	ENSG00000163157.10	TMOD4	0.000001	0.010929	0.5	TMOD4	0.123885	0.156913	0.2207	TMOD4	0.000001	0.010918	0.114135	0.155635
DGN-WB	922	ENSG00000169245.4	CXCL10	0.059932	0.022380	2.473e-10	CXCL10	0.123863	0.160748	0.2275	CXCL10	0.059404	0.022205	0.125489	0.157866
DGN-WB	922	ENSG00000137871.15	ZNF280D	0.018360	0.016373	0.06685	ZNF280D	0.123804	0.165826	0.2414	ZNF280D	0.018948	0.016488	0.140697	0.164790
DGN-WB	922	ENSG00000179943.6	FIZ1	0.036909	0.023529	0.03075	FIZ1	0.123801	0.154679	0.2061	FIZ1	0.036906	0.023444	0.128517	0.153986
DGN-WB	922	ENSG00000065485.13	PDIA5	0.096686	0.031750	4.973e-08	PDIA5	0.123782	0.151581	0.1983	PDIA5	0.096866	0.031756	0.140699	0.142410
DGN-WB	922	ENSG00000185482.3	STAC3	0.080802	0.028291	1.195e-12	STAC3	0.123747	0.164267	0.2398	STAC3	0.080702	0.028274	0.102859	0.153823
DGN-WB	922	ENSG00000182858.8	ALG12	0.168381	0.034437	0	ALG12	0.123698	0.149827	0.19	ALG12	0.168935	0.034439	0.194632	0.142594
DGN-WB	922	ENSG00000198055.6	GRK6	0.018322	0.015866	0.07294	GRK6	0.123677	0.160273	0.2276	GRK6	0.017838	0.015804	0.107780	0.159677
DGN-WB	922	ENSG00000100105.13	PATZ1	0.051279	0.023241	3.1e-06	PATZ1	0.123664	0.158844	0.2172	PATZ1	0.051612	0.023269	0.153550	0.155464
DGN-WB	922	ENSG00000115128.6	SF3B14	0.022947	0.016773	0.02487	SF3B14	0.123651	0.149311	0.1961	SF3B14	0.023809	0.016992	0.143414	0.148129
DGN-WB	922	ENSG00000179094.9	PER1	0.003302	0.012029	0.3834	PER1	0.123635	0.158163	0.2172	PER1	0.003999	0.012274	0.127207	0.158001
DGN-WB	922	ENSG00000131095.7	GFAP	0.081876	0.028670	2.051e-12	GFAP	0.123611	0.164577	0.2377	GFAP	0.081833	0.028677	0.114089	0.154635
DGN-WB	922	ENSG00000067798.9	NAV3	0.055254	0.026342	0.004339	NAV3	0.123579	0.155434	0.2127	NAV3	0.058139	0.026825	0.167131	0.153103
DGN-WB	922	ENSG00000131845.10	ZNF304	0.112020	0.030684	3.94e-12	ZNF304	0.123557	0.154129	0.2074	ZNF304	0.114377	0.030926	0.197298	0.144017
DGN-WB	922	ENSG00000204344.10	STK19	0.028183	0.019332	0.01451	STK19	0.123505	0.156931	0.2188	STK19	0.030827	0.020114	0.177512	0.155916
DGN-WB	922	ENSG00000172757.8	CFL1	0.068801	0.026362	4.147e-08	CFL1	0.123454	0.150686	0.1971	CFL1	0.070024	0.026704	0.137728	0.144332
DGN-WB	922	ENSG00000165061.10	ZMAT4	0.330005	0.043545	0	ZMAT4	0.123431	0.158751	0.2193	ZMAT4	0.329523	0.043522	0.069749	0.119526
DGN-WB	922	ENSG00000197701.7	ZNF595	0.226619	0.060462	0	ZNF595	0.123416	0.160560	0.2272	ZNF595	0.226664	0.060308	0.174609	0.131405
DGN-WB	922	ENSG00000163328.9	GPR155	0.083909	0.030827	1.051e-06	GPR155	0.123397	0.156086	0.2178	GPR155	0.087039	0.031393	0.192740	0.150572
DGN-WB	922	ENSG00000167920.4	TMEM99	0.252887	0.049758	0	TMEM99	0.123345	0.157371	0.2161	TMEM99	0.252762	0.049754	0.063754	0.121723
DGN-WB	922	ENSG00000100218.7	RTDR1	0.070392	0.024244	5.866e-11	RTDR1	0.123309	0.162380	0.2299	RTDR1	0.070425	0.024267	0.096449	0.154501
DGN-WB	922	ENSG00000122912.9	SLC25A16	0.133511	0.036272	0	SLC25A16	0.123145	0.160048	0.2275	SLC25A16	0.128532	0.035131	0.000001	0.140469
DGN-WB	922	ENSG00000038382.13	TRIO	0.069575	0.026639	5.589e-07	TRIO	0.123141	0.153860	0.2069	TRIO	0.069568	0.026647	0.113440	0.148766
DGN-WB	922	ENSG00000105329.5	TGFB1	0.000001	0.011967	0.5	TGFB1	0.123120	0.154627	0.2082	TGFB1	0.000001	0.011749	0.112899	0.154156
DGN-WB	922	ENSG00000089048.10	ESF1	0.027295	0.018784	0.03831	ESF1	0.123037	0.158260	0.2178	ESF1	0.028625	0.019102	0.146247	0.158430
DGN-WB	922	ENSG00000198521.7	ZNF43	0.081274	0.030210	7.58e-09	ZNF43	0.123017	0.160575	0.2265	ZNF43	0.081157	0.030216	0.065993	0.153225
DGN-WB	922	ENSG00000157191.15	NECAP2	0.483177	0.056298	0	NECAP2	0.123015	0.145028	0.1869	NECAP2	0.482774	0.056294	0.077649	0.086881
DGN-WB	922	ENSG00000204599.10	TRIM39	0.001397	0.006179	0.4109	TRIM39	0.122983	0.152821	0.205	TRIM39	0.001223	0.006066	0.122053	0.152818
DGN-WB	922	ENSG00000124507.6	PACSIN1	0.000001	0.009486	0.5	PACSIN1	0.122978	0.157730	0.2207	PACSIN1	0.000001	0.009553	0.122892	0.157778
