AssociatedGeneName	EnsemblGeneID	h2.CrossTissue	se.CrossTissue	h2.AdiposeSubcutaneous	se.AdiposeSubcutaneous	h2.ArteryTibial	se.ArteryTibial	h2.HeartLeftVentricle	se.HeartLeftVentricle	h2.Lung	se.Lung	h2.MuscleSkeletal	se.MuscleSkeletal	h2.NerveTibial	se.NerveTibial	h2.SkinSunExposedLowerleg	se.SkinSunExposedLowerleg	h2.Thyroid	se.Thyroid	h2.WholeBlood	se.WholeBlood
NSMAF	ENSG00000035681.3	0.017963	0.028798	1e-06	0.057243	0.031986	0.060981	1e-06	0.08688	1e-06	0.051046	1e-06	0.037639	1e-06	0.069916	0.141929	0.079977	1e-06	0.071484	1e-06	0.04678
MTL5	ENSG00000132749.6	1e-06	0.031529	1e-06	0.045199	1e-06	0.057414	1e-06	0.083111	1e-06	0.034077	1e-06	0.03397	0.053805	0.054155	0.05923	0.058604	0.119969	0.068784	1e-06	0.031134
HS2ST1	ENSG00000153936.12	0.146903	0.053488	1e-06	0.042113	1e-06	0.048349	0.090951	0.080469	0.12705	0.071774	0.024571	0.03877	0.040433	0.051934	0.063224	0.049907	0.030874	0.053205	0.154554	0.073239
KRTAP4-6	ENSG00000198090.3	1e-06	0.022032	1e-06	0.038822	0.010968	0.038376	0.006884	0.052853	1e-06	0.043282	1e-06	0.044988	1e-06	0.05608	1e-06	0.033212	1e-06	0.044775	0.12559	0.054371
EFCAB13	ENSG00000178852.11	0.405349	0.067511	0.234384	0.074682	0.237924	0.074959	0.080482	0.074969	0.175943	0.070422	0.04394	0.033227	0.447108	0.082774	0.171542	0.066348	0.082456	0.053823	0.141859	0.058783
CLEC18C	ENSG00000157335.15	0.552235	0.067527	0.179081	0.073461	0.33691	0.093141	1e-06	0.043423	0.417919	0.083849	0.148051	0.064469	0.254832	0.080724	0.204595	0.07205	0.329531	0.090817	0.327374	0.078103
SCAP	ENSG00000114650.14	0.036032	0.033264	0.173772	0.08137	1e-06	0.030683	1e-06	0.037696	1e-06	0.026251	0.029878	0.030563	1e-06	0.037631	0.063442	0.042429	0.021114	0.030155	0.079256	0.050774
SSB	ENSG00000138385.11	0.014022	0.034181	0.038358	0.050551	1e-06	0.05146	1e-06	0.070441	0.034863	0.058764	0.047435	0.049248	0.066177	0.066564	1e-06	0.047348	1e-06	0.042328	0.016344	0.038556
FAS	ENSG00000026103.15	0.058033	0.039771	0.394389	0.073143	0.018579	0.04333	0.054661	0.083891	1e-06	0.049854	0.279963	0.071047	0.281159	0.082315	0.205179	0.075781	0.056158	0.066664	0.09921	0.056628
SYTL1	ENSG00000142765.13	0.021164	0.022184	0.03636	0.045014	1e-06	0.0524	1e-06	0.066888	1e-06	0.050345	1e-06	0.033788	1e-06	0.050691	0.031388	0.046801	1e-06	0.040453	1e-06	0.034508
PSAT1	ENSG00000135069.9	0.128853	0.058864	1e-06	0.041737	1e-06	0.039791	1e-06	0.067791	0.01345	0.048955	1e-06	0.052614	0.077827	0.073613	0.159935	0.073279	0.033414	0.048827	1e-06	0.038016
RHPN1	ENSG00000158106.8	0.187482	0.058004	0.195917	0.078411	0.100313	0.067762	0.010452	0.061555	0.162769	0.08084	0.190175	0.073749	0.106408	0.060958	0.349651	0.084827	1e-06	0.038576	0.037891	0.046918
CCR3	ENSG00000183625.10	0.034263	0.032033	0.031364	0.047021	0.040079	0.050583	0.027229	0.058178	1e-06	0.031723	0.078031	0.047672	1e-06	0.044575	0.004452	0.032366	0.054718	0.050028	0.204309	0.067315
EPO	ENSG00000130427.2	0.097461	0.047981	1e-06	0.028979	1e-06	0.04296	1e-06	0.060879	0.027577	0.038713	1e-06	0.032942	0.029573	0.045723	0.111897	0.057271	1e-06	0.034771	0.069782	0.053107
GSAP	ENSG00000186088.11	0.179381	0.05677	1e-06	0.042379	0.225623	0.083428	0.097744	0.084457	0.023844	0.050613	0.186038	0.068121	1e-06	0.066848	0.067401	0.060088	0.240054	0.088673	0.114329	0.053012
THRSP	ENSG00000151365.2	1e-06	0.032041	1e-06	0.040816	1e-06	0.053189	1e-06	0.072919	1e-06	0.051617	1e-06	0.037842	1e-06	0.064078	0.01948	0.044142	1e-06	0.050299	0.1444	0.063273
CDCA7	ENSG00000144354.9	0.072319	0.047504	1e-06	0.048409	0.029821	0.048753	0.0578	0.086915	1e-06	0.049241	0.047661	0.048183	1e-06	0.052864	1e-06	0.042282	0.183011	0.085349	0.077058	0.063656
WHAMM	ENSG00000156232.6	0.055232	0.042822	1e-06	0.033969	0.077903	0.073467	1e-06	0.072515	1e-06	0.050089	1e-06	0.03891	1e-06	0.074419	1e-06	0.042033	1e-06	0.058152	1e-06	0.046792
BTN2A1	ENSG00000112763.11	0.09424	0.052656	1e-06	0.025994	0.013676	0.027281	1e-06	0.040264	0.010021	0.027622	0.014884	0.021915	1e-06	0.032312	0.0073	0.022817	1e-06	0.019792	0.092159	0.0605
GNS	ENSG00000135677.6	1e-06	0.02994	1e-06	0.035382	1e-06	0.032009	1e-06	0.059072	1e-06	0.056279	1e-06	0.033277	1e-06	0.0553	1e-06	0.053227	1e-06	0.058433	0.00421	0.033386
NAA50	ENSG00000121579.7	1e-06	0.022689	1e-06	0.046662	0.006307	0.041547	0.097168	0.088467	1e-06	0.048849	1e-06	0.041223	1e-06	0.0507	1e-06	0.039432	1e-06	0.0487	0.048991	0.047322
KLK8	ENSG00000129455.11	1e-06	0.047173	1e-06	0.069118	1e-06	0.065496	0.009626	0.089374	1e-06	0.088038	1e-06	0.044189	0.173214	0.098581	0.203652	0.096199	1e-06	0.073288	0.069024	0.072495
SCN9A	ENSG00000169432.10	0.031695	0.031732	1e-06	0.034663	1e-06	0.036972	0.0056	0.052935	1e-06	0.035439	1e-06	0.026973	0.043191	0.055648	1e-06	0.039042	1e-06	0.038013	0.213753	0.065267
RP11-552I14.1	ENSG00000257860.1	0.008011	0.020633	0.023176	0.055419	1e-06	0.07136	0.322565	0.135376	1e-06	0.060644	1e-06	0.045213	1e-06	0.072935	1e-06	0.057761	1e-06	0.050603	1e-06	0.052354
GIMAP7	ENSG00000179144.4	0.048178	0.031811	0.042984	0.051152	0.018539	0.041687	0.07764	0.0789	0.007672	0.039833	0.038177	0.044914	0.133165	0.074394	1e-06	0.043488	0.103428	0.063165	0.065687	0.041236
ASB8	ENSG00000177981.6	0.116145	0.043219	0.05429	0.044124	0.131008	0.066837	0.064357	0.067165	0.003807	0.03522	0.070466	0.043864	0.118635	0.062779	0.070517	0.053951	0.07488	0.056428	0.004146	0.030495
NUP43	ENSG00000120253.9	0.087508	0.044156	0.172012	0.067954	0.015903	0.047344	0.036622	0.066375	0.074744	0.053616	0.05773	0.042838	0.084448	0.069439	0.14355	0.065651	0.0317	0.05701	0.150588	0.051839
SHC1	ENSG00000160691.14	0.008127	0.019817	1e-06	0.036776	0.064863	0.056552	0.004501	0.046231	0.054831	0.050792	1e-06	0.03505	1e-06	0.045946	1e-06	0.033248	1e-06	0.045084	0.008082	0.030547
LPCAT1	ENSG00000153395.5	1e-06	0.02814	1e-06	0.046565	0.010718	0.037284	1e-06	0.051638	1e-06	0.039141	0.009848	0.034195	1e-06	0.039101	1e-06	0.043677	1e-06	0.049721	0.011593	0.035419
SEC22A	ENSG00000121542.7	0.396739	0.058986	0.345511	0.072056	0.375455	0.073838	0.148619	0.076609	0.258019	0.071686	0.187505	0.06309	0.438882	0.080028	0.297794	0.0724	0.211388	0.066572	0.120074	0.057871
ARPC1B	ENSG00000130429.8	0.02304	0.03268	0.07279	0.052924	1e-06	0.033491	1e-06	0.047308	1e-06	0.033544	1e-06	0.034617	1e-06	0.026082	0.044563	0.056781	0.233874	0.08036	0.107381	0.05854
ARHGEF35	ENSG00000213214.3	0.558416	0.057293	0.349053	0.073362	0.358894	0.080893	0.205315	0.089892	0.416731	0.080929	0.046766	0.031986	0.321774	0.079235	0.54889	0.067885	0.575439	0.071929	0.190507	0.065909
XRCC6BP1	ENSG00000166896.3	0.009018	0.032831	1e-06	0.058171	1e-06	0.059132	1e-06	0.091874	1e-06	0.065445	1e-06	0.04193	1e-06	0.061336	0.076085	0.066789	1e-06	0.057606	1e-06	0.055268
MCF2L	ENSG00000126217.16	0.319457	0.069697	0.05615	0.063813	0.151888	0.083381	0.217018	0.119228	0.048501	0.064482	0.158539	0.071724	0.277289	0.104071	1e-06	0.067656	0.424761	0.093905	1e-06	0.053279
PSMB10	ENSG00000205220.7	1e-06	0.014061	0.046364	0.050195	1e-06	0.039	1e-06	0.030612	0.031112	0.043504	0.004458	0.017426	1e-06	0.043734	1e-06	0.026401	0.04895	0.047198	0.012414	0.026288
MYO16	ENSG00000041515.11	0.149815	0.061572	0.167877	0.080484	1e-06	0.073079	0.049985	0.1132	1e-06	0.066675	0.096281	0.066103	0.053399	0.079264	0.24297	0.086272	0.104579	0.081533	0.096121	0.071624
SULT1A1	ENSG00000196502.7	0.197083	0.056847	0.058661	0.041349	0.12931	0.064138	0.096299	0.073914	0.097228	0.05997	0.111966	0.050497	0.252815	0.087577	0.135524	0.060893	0.227452	0.072145	0.167545	0.066386
LURAP1L	ENSG00000153714.5	0.041594	0.036134	0.031295	0.053586	1e-06	0.052845	0.083258	0.094036	0.017588	0.051127	1e-06	0.042234	1e-06	0.068087	0.026523	0.042459	0.010629	0.048553	0.113477	0.062938
NCBP1	ENSG00000136937.8	0.072649	0.039172	1e-06	0.060133	1e-06	0.043901	0.051842	0.086942	1e-06	0.045307	1e-06	0.050281	1e-06	0.049149	1e-06	0.057424	1e-06	0.053601	0.135803	0.072114
PROK1	ENSG00000143125.5	0.120788	0.04932	1e-06	0.051831	0.106117	0.068906	0.322922	0.101058	0.041351	0.063147	1e-06	0.032107	0.206945	0.079076	0.161906	0.074374	0.26475	0.077886	0.110391	0.062655
FARP1	ENSG00000152767.11	0.052184	0.042772	0.143377	0.084344	0.060301	0.059978	0.107109	0.086163	1e-06	0.065719	1e-06	0.033617	0.177596	0.091715	0.085268	0.060277	1e-06	0.048362	0.15998	0.066301
ACTR3B	ENSG00000133627.13	0.145783	0.06278	0.018325	0.055226	0.020028	0.065108	1e-06	0.085468	1e-06	0.057529	1e-06	0.046157	1e-06	0.056457	0.083116	0.075305	0.023737	0.055173	0.052143	0.059661
ITGA9	ENSG00000144668.7	0.104596	0.053562	1e-06	0.03412	1e-06	0.039201	0.014452	0.061731	1e-06	0.050672	0.04125	0.048188	1e-06	0.051668	1e-06	0.035459	0.088685	0.071079	0.138417	0.057459
CMTM5	ENSG00000166091.15	1e-06	0.032578	1e-06	0.049136	1e-06	0.05472	0.026968	0.089383	0.039126	0.066244	1e-06	0.048165	1e-06	0.057074	1e-06	0.056605	1e-06	0.059552	0.036791	0.054232
D2HGDH	ENSG00000180902.12	0.097338	0.037158	1e-06	0.048587	1e-06	0.045861	1e-06	0.096523	0.015003	0.053047	1e-06	0.048111	1e-06	0.059889	1e-06	0.044177	0.007835	0.045575	1e-06	0.046145
TTC18	ENSG00000156042.13	0.39838	0.073846	0.163958	0.072917	0.132697	0.064527	0.316485	0.11003	0.310323	0.095775	0.097513	0.052813	0.442959	0.095686	0.255348	0.083192	0.262959	0.086475	0.110939	0.056597
SELV	ENSG00000186838.9	1e-06	0.041368	1e-06	0.057502	1e-06	0.065652	1e-06	0.101577	1e-06	0.070599	1e-06	0.063248	1e-06	0.073776	0.023668	0.05817	1e-06	0.064975	0.140117	0.076441
RLF	ENSG00000117000.8	0.047129	0.037444	1e-06	0.039405	0.046646	0.060037	1e-06	0.080636	0.024853	0.049677	1e-06	0.030688	1e-06	0.044717	0.114826	0.060768	1e-06	0.045879	0.024741	0.046885
CLN6	ENSG00000128973.7	0.102465	0.041253	0.097173	0.058718	0.165957	0.07186	0.072209	0.071582	0.064817	0.059499	0.043803	0.045042	0.19446	0.076647	0.193378	0.066274	0.141152	0.069462	0.208702	0.067764
PCDH15	ENSG00000150275.13	1e-06	0.025376	0.026896	0.052158	1e-06	0.053024	0.107871	0.10651	0.086422	0.071147	1e-06	0.037263	1e-06	0.065667	1e-06	0.051424	0.025014	0.054216	0.100489	0.061826
AK5	ENSG00000154027.14	0.06992	0.044905	0.071643	0.058944	1e-06	0.043172	1e-06	0.071484	0.048091	0.059203	1e-06	0.047334	0.060872	0.059931	1e-06	0.043305	0.118439	0.072337	0.160839	0.073886
GRPEL1	ENSG00000109519.8	0.111593	0.056355	0.108077	0.074299	0.11552	0.081063	1e-06	0.103967	1e-06	0.068611	0.151134	0.068377	0.191713	0.100768	1e-06	0.060667	0.047765	0.067295	0.099219	0.068913
TMOD3	ENSG00000138594.8	0.000318	0.014408	0.004499	0.025264	1e-06	0.033985	0.047521	0.060464	1e-06	0.037165	0.151292	0.063584	1e-06	0.036724	0.160719	0.070149	1e-06	0.027345	0.117155	0.060544
FBXW2	ENSG00000119402.11	1e-06	0.037559	1e-06	0.073501	1e-06	0.052283	1e-06	0.079479	1e-06	0.057613	1e-06	0.051023	0.046636	0.060036	0.020396	0.058192	1e-06	0.057318	1e-06	0.044019
CFB	ENSG00000243649.4	1e-06	0.02961	0.002617	0.030811	1e-06	0.052106	0.017234	0.057442	1e-06	0.043279	1e-06	0.041544	1e-06	0.053873	1e-06	0.049394	1e-06	0.038575	0.154849	0.071566
ERP27	ENSG00000139055.2	0.341461	0.05984	0.108501	0.056311	0.208201	0.068452	0.078107	0.066785	0.361838	0.07549	0.051055	0.044616	0.174062	0.077496	0.522302	0.067535	0.419668	0.077946	0.036511	0.034255
PKD2	ENSG00000118762.3	0.118332	0.050462	0.043422	0.053935	0.037506	0.04629	1e-06	0.06747	0.065392	0.057866	1e-06	0.032711	0.014146	0.049629	0.033772	0.043007	0.037193	0.057835	0.129791	0.067139
ATP5G1	ENSG00000159199.9	0.123943	0.048553	1e-06	0.029122	0.015184	0.033798	0.311723	0.091153	1e-06	0.038069	0.131489	0.058468	0.082298	0.061799	1e-06	0.032605	0.160691	0.071572	0.053244	0.045585
GNMT	ENSG00000124713.5	0.513809	0.056748	0.184859	0.074298	0.236762	0.077221	0.461919	0.105366	0.231133	0.082798	0.239989	0.067218	0.29364	0.083163	0.156524	0.071648	0.248401	0.077686	0.009	0.033101
FANCC	ENSG00000158169.7	0.0207	0.030985	0.052939	0.078934	1e-06	0.076296	1e-06	0.102733	0.018261	0.073484	1e-06	0.055218	1e-06	0.071202	1e-06	0.062564	0.142898	0.087543	1e-06	0.048601
FBXO43	ENSG00000156509.9	0.152643	0.058095	0.039471	0.039785	1e-06	0.025989	1e-06	0.051242	1e-06	0.037672	1e-06	0.032218	1e-06	0.045934	0.015895	0.036055	0.023501	0.046346	0.040901	0.049487
C19orf40	ENSG00000131944.5	1e-06	0.034353	1e-06	0.042291	1e-06	0.044467	0.018891	0.071458	0.043199	0.061321	1e-06	0.039167	1e-06	0.073692	0.047685	0.055508	0.059091	0.063782	0.008219	0.038462
PLD1	ENSG00000075651.11	1e-06	0.030215	1e-06	0.037994	0.049556	0.057229	1e-06	0.062904	0.06347	0.050478	1e-06	0.03887	1e-06	0.045798	0.013789	0.044226	0.01307	0.038624	0.016313	0.03749
FAM109A	ENSG00000198324.10	1e-06	0.025255	0.018079	0.044686	0.004427	0.04048	0.033318	0.085735	1e-06	0.052736	1e-06	0.04719	0.036355	0.0636	1e-06	0.052765	1e-06	0.053537	1e-06	0.034282
AGFG2	ENSG00000106351.8	0.04338	0.034871	0.028671	0.036762	1e-06	0.036232	1e-06	0.051569	1e-06	0.042083	1e-06	0.024178	1e-06	0.037287	1e-06	0.036104	0.009655	0.037769	1e-06	0.026295
USP10	ENSG00000103194.11	0.096297	0.06367	0.055369	0.080406	0.107658	0.085779	0.189904	0.139038	1e-06	0.085912	0.112737	0.075705	1e-06	0.076245	1e-06	0.066014	0.070759	0.084509	0.097537	0.082059
C7	ENSG00000112936.14	0.021645	0.030048	1e-06	0.067059	1e-06	0.068291	1e-06	0.08289	1e-06	0.069733	1e-06	0.048805	1e-06	0.061142	1e-06	0.060839	0.045788	0.068068	1e-06	0.05342
TPM2	ENSG00000198467.9	0.083192	0.04122	0.032145	0.042347	1e-06	0.044933	0.00865	0.047835	0.028786	0.048677	1e-06	0.0333	1e-06	0.051887	1e-06	0.03555	0.18634	0.075452	0.203275	0.064866
P2RY13	ENSG00000181631.6	0.003744	0.021964	1e-06	0.050807	1e-06	0.038733	0.015074	0.062321	1e-06	0.04052	1e-06	0.039671	1e-06	0.038235	1e-06	0.043134	1e-06	0.050783	0.024597	0.042976
SIGMAR1	ENSG00000147955.12	0.053007	0.038477	1e-06	0.03232	0.033825	0.039421	1e-06	0.061113	0.001896	0.034026	0.025088	0.031564	1e-06	0.038753	0.067832	0.053279	0.011739	0.036202	0.046812	0.043102
SCML4	ENSG00000146285.9	0.024998	0.02641	1e-06	0.040263	1e-06	0.041578	1e-06	0.070605	0.079096	0.067141	1e-06	0.044334	1e-06	0.05966	1e-06	0.053341	1e-06	0.054667	0.161085	0.064945
MANSC4	ENSG00000205693.3	0.077552	0.045301	0.120735	0.067482	1e-06	0.042232	0.030796	0.049919	0.039178	0.047704	1e-06	0.034057	1e-06	0.054275	1e-06	0.028676	1e-06	0.036998	1e-06	0.032687
HEBP1	ENSG00000013583.4	0.038303	0.04281	1e-06	0.063864	0.066364	0.070694	1e-06	0.086564	1e-06	0.055271	1e-06	0.043838	0.11187	0.09084	0.04888	0.060161	0.108536	0.077692	0.093005	0.060553
WFDC10B	ENSG00000182931.5	0.000838	0.02057	1e-06	0.052076	1e-06	0.043199	1e-06	0.061165	1e-06	0.057054	0.064134	0.046617	1e-06	0.046249	1e-06	0.034371	0.011209	0.040603	0.105122	0.059377
CCAR1	ENSG00000060339.9	0.010333	0.025884	1e-06	0.045089	1e-06	0.047386	0.030704	0.062773	1e-06	0.05832	1e-06	0.046832	1e-06	0.060944	0.044773	0.051485	1e-06	0.039642	1e-06	0.032831
MRI1	ENSG00000037757.9	0.655785	0.052813	0.178726	0.08577	0.231477	0.090618	0.112559	0.10612	0.418469	0.095137	0.279452	0.074695	0.432076	0.09429	0.577567	0.076826	0.294934	0.090062	0.025992	0.053151
KIAA0101	ENSG00000166803.5	1e-06	0.025527	1e-06	0.029143	1e-06	0.034325	1e-06	0.051345	1e-06	0.043982	1e-06	0.024165	1e-06	0.02903	1e-06	0.036981	0.012935	0.035271	0.068635	0.050334
ZNF419	ENSG00000105136.15	0.379466	0.057745	0.310601	0.070416	0.319593	0.078504	0.43136	0.09406	0.211151	0.078927	0.451869	0.066755	0.335754	0.077483	0.343931	0.070186	0.083111	0.060962	0.073991	0.05043
REN	ENSG00000143839.12	0.01236	0.031357	1e-06	0.043542	1e-06	0.059998	1e-06	0.0846	1e-06	0.073444	1e-06	0.047171	1e-06	0.066518	0.216922	0.089048	1e-06	0.043781	0.080272	0.056888
SULT1C2	ENSG00000198203.5	0.814528	0.030598	0.524451	0.080635	0.430278	0.083343	0.098019	0.089278	0.242753	0.088366	0.531816	0.070885	0.63257	0.074249	0.351734	0.089294	1e-06	0.031294	1e-06	0.024424
PCDH1	ENSG00000156453.9	0.015453	0.027433	1e-06	0.057194	1e-06	0.040526	1e-06	0.073162	0.035442	0.053815	1e-06	0.045434	1e-06	0.060341	0.038785	0.059294	1e-06	0.051158	0.058763	0.049206
ATF2	ENSG00000115966.12	0.039838	0.031638	1e-06	0.037264	0.025009	0.043712	0.034232	0.053448	1e-06	0.040257	1e-06	0.029578	1e-06	0.042005	0.025297	0.038555	0.01665	0.038428	0.050724	0.040803
PLA2G2A	ENSG00000188257.6	1e-06	0.030336	1e-06	0.047246	1e-06	0.043249	1e-06	0.072641	1e-06	0.052068	1e-06	0.046251	1e-06	0.048169	1e-06	0.039329	1e-06	0.052184	1e-06	0.036987
ZNF652	ENSG00000198740.4	1e-06	0.031438	1e-06	0.045003	1e-06	0.040573	0.004254	0.068646	0.058596	0.064727	6.5e-05	0.032865	0.020803	0.057768	0.006135	0.032435	1e-06	0.04345	0.022427	0.045299
BIRC2	ENSG00000110330.4	1e-06	0.02851	0.022344	0.041177	1e-06	0.041198	0.058376	0.100223	0.000753	0.047027	1e-06	0.048708	0.029382	0.062729	1e-06	0.055017	0.027462	0.051511	1e-06	0.025464
TOP1MT	ENSG00000184428.8	0.343141	0.068349	0.183628	0.069985	0.093357	0.057246	0.015532	0.056843	0.080761	0.063866	0.05746	0.047057	0.102986	0.070732	0.213882	0.076176	0.057527	0.053998	0.156945	0.075116
BIK	ENSG00000100290.2	0.115616	0.050278	1e-06	0.036372	1e-06	0.045971	1e-06	0.061965	0.009035	0.049222	1e-06	0.042897	1e-06	0.043764	0.02826	0.041905	0.245787	0.091635	1e-06	0.042343
ABHD3	ENSG00000158201.5	1e-06	0.029936	1e-06	0.063376	0.043004	0.065807	1e-06	0.112938	0.072642	0.07385	0.002162	0.047873	1e-06	0.065056	1e-06	0.06094	1e-06	0.069192	1e-06	0.060564
SPRY2	ENSG00000136158.6	0.016261	0.026679	0.017189	0.039984	1e-06	0.053154	1e-06	0.057756	0.117906	0.061375	0.023622	0.032653	1e-06	0.033812	0.028043	0.040995	0.031266	0.04186	1e-06	0.028303
TTC28	ENSG00000100154.10	0.156444	0.062801	1e-06	0.052651	0.083083	0.070249	0.204106	0.105627	0.018674	0.058804	0.188809	0.072448	0.040133	0.063504	0.133199	0.076743	0.091953	0.066699	0.087974	0.057409
SDC4	ENSG00000124145.5	0.041778	0.038698	1e-06	0.057436	1e-06	0.063985	1e-06	0.119836	1e-06	0.060066	1e-06	0.055884	1e-06	0.060807	1e-06	0.061567	0.021598	0.067976	1e-06	0.04205
CTH	ENSG00000116761.7	0.036154	0.034596	1e-06	0.036881	1e-06	0.046539	1e-06	0.066084	1e-06	0.038009	0.000184	0.029295	1e-06	0.044163	0.03994	0.044908	1e-06	0.04603	0.083151	0.051806
LURAP1	ENSG00000171357.5	0.181312	0.062035	0.162816	0.068636	0.00498	0.019625	0.005981	0.034232	0.339902	0.08915	0.108986	0.057702	0.010173	0.030004	0.100839	0.061368	1e-06	0.033443	0.138311	0.061192
CMTM7	ENSG00000153551.9	0.168768	0.0576	0.106364	0.070404	1e-06	0.047248	0.094352	0.091849	0.116068	0.069618	1e-06	0.031664	0.122226	0.079819	0.102503	0.063453	0.077983	0.068388	0.156193	0.075842
AL627309.1	ENSG00000237683.5	0.116634	0.048093	0.016907	0.042311	0.005369	0.03634	0.009982	0.059086	1e-06	0.047254	1e-06	0.029195	1e-06	0.058855	1e-06	0.036279	1e-06	0.04035	0.083219	0.06559
FBRSL1	ENSG00000112787.8	0.01287	0.024564	0.07641	0.053263	0.024667	0.040877	1e-06	0.083746	0.068922	0.058732	0.080817	0.057861	0.007586	0.036163	1e-06	0.031123	1e-06	0.041368	0.079905	0.054494
EAF2	ENSG00000145088.4	0.121197	0.044388	0.089324	0.054767	0.026593	0.037922	1e-06	0.049838	0.133004	0.067483	0.056513	0.040278	1e-06	0.030245	0.088948	0.051222	0.059946	0.047557	1e-06	0.025148
LILRA5	ENSG00000187116.9	1e-06	0.0376	1e-06	0.067637	0.043104	0.078149	0.020423	0.109038	1e-06	0.067384	1e-06	0.070403	1e-06	0.089458	1e-06	0.070924	0.031043	0.079655	0.104342	0.074516
ABTB2	ENSG00000166016.4	0.002364	0.024376	1e-06	0.048473	1e-06	0.054456	0.061547	0.079719	1e-06	0.053665	0.122524	0.057576	0.013581	0.056765	1e-06	0.063936	0.110221	0.071287	0.204728	0.067636
SCN5A	ENSG00000183873.11	1e-06	0.019958	1e-06	0.045549	1e-06	0.048131	1e-06	0.072795	1e-06	0.052249	1e-06	0.045849	1e-06	0.05609	0.01966	0.043249	0.029125	0.051945	0.130573	0.072646
PYROXD1	ENSG00000121350.11	0.269431	0.054782	0.224354	0.070603	0.27137	0.0702	0.300754	0.094728	0.248159	0.069829	0.100111	0.054272	0.250687	0.075487	0.276366	0.074308	0.211745	0.073477	0.033433	0.046809
SAV1	ENSG00000151748.10	0.001065	0.015906	1e-06	0.037102	1e-06	0.031181	1e-06	0.067384	1e-06	0.050282	1e-06	0.025149	0.021845	0.044717	1e-06	0.029012	1e-06	0.025583	0.074625	0.054133
GDPD5	ENSG00000158555.10	0.05485	0.043973	0.019327	0.065447	1e-06	0.053782	1e-06	0.08976	1e-06	0.081367	1e-06	0.054952	0.012061	0.067122	1e-06	0.069167	1e-06	0.057623	0.026861	0.052278
FAM102A	ENSG00000167106.7	0.04992	0.038603	1e-06	0.062862	1e-06	0.059404	1e-06	0.119315	1e-06	0.062995	1e-06	0.046656	1e-06	0.063709	0.019563	0.061376	1e-06	0.068546	1e-06	0.060276
EXD3	ENSG00000187609.11	1e-06	0.028119	0.036311	0.049593	1e-06	0.046102	0.031594	0.074244	1e-06	0.053031	0.036022	0.044434	0.033558	0.058009	0.036998	0.052434	1e-06	0.035236	1e-06	0.038283
LRFN2	ENSG00000156564.8	0.070277	0.044439	1e-06	0.054141	1e-06	0.050185	0.037314	0.089954	0.085316	0.064518	1e-06	0.036546	1e-06	0.052579	0.031926	0.051685	0.04577	0.05237	0.145763	0.060796
MPZL3	ENSG00000160588.5	3e-05	0.027204	1e-06	0.049999	1e-06	0.055563	1e-06	0.080623	1e-06	0.064339	1e-06	0.042279	1e-06	0.048631	1e-06	0.057006	1e-06	0.061013	0.023671	0.045271
ZNF326	ENSG00000162664.11	0.023144	0.033053	0.046362	0.056991	1e-06	0.039709	0.068952	0.070112	0.058299	0.055908	0.051108	0.047247	1e-06	0.057954	0.024792	0.049978	1e-06	0.046385	1e-06	0.030159
TEFM	ENSG00000172171.6	0.015656	0.028683	1e-06	0.039565	1e-06	0.042249	0.020554	0.058087	1e-06	0.052767	1e-06	0.038105	1e-06	0.042234	1e-06	0.028937	1e-06	0.040964	0.009571	0.033864
KRT72	ENSG00000170486.6	0.312555	0.060909	0.26978	0.075632	0.041577	0.048626	0.415679	0.119276	0.367531	0.079774	0.072724	0.050545	0.039463	0.062181	0.033798	0.057413	0.182686	0.074438	0.521808	0.068991
PANX2	ENSG00000073150.9	0.001386	0.029113	1e-06	0.048765	0.015454	0.048623	1e-06	0.081307	0.034793	0.065121	0.00987	0.036032	0.055509	0.057349	1e-06	0.059468	1e-06	0.043343	0.103572	0.062066
C9orf72	ENSG00000147894.10	0.276982	0.05997	0.26132	0.081708	0.070213	0.066366	1e-06	0.075974	1e-06	0.058461	0.12903	0.064823	0.369592	0.091204	0.154819	0.070452	0.327622	0.083195	1e-06	0.048425
AGPAT3	ENSG00000160216.14	0.010234	0.033239	1e-06	0.056062	1e-06	0.060781	0.049047	0.077663	1e-06	0.059664	1e-06	0.03976	1e-06	0.054768	1e-06	0.063588	1e-06	0.054563	1e-06	0.041083
CCDC3	ENSG00000151468.9	0.116279	0.055416	0.005017	0.053325	0.117671	0.082748	1e-06	0.10095	0.099073	0.087389	0.112306	0.063214	0.001629	0.060767	0.215373	0.086812	0.098337	0.082989	1e-06	0.063762
CTTNBP2	ENSG00000077063.6	0.075026	0.041429	0.052106	0.043619	1e-06	0.024442	1e-06	0.047113	1e-06	0.04145	0.035355	0.0371	0.09431	0.061605	0.16579	0.066505	0.086399	0.060363	0.103345	0.05852
TK2	ENSG00000166548.11	0.077569	0.043663	1e-06	0.031308	0.11178	0.063104	1e-06	0.067451	0.107258	0.065512	0.026004	0.03744	0.05685	0.059036	0.162179	0.066852	1e-06	0.041495	0.199992	0.063347
CHIT1	ENSG00000133063.11	0.097687	0.053962	1e-06	0.051964	1e-06	0.047846	0.015503	0.075931	0.026426	0.064593	0.019753	0.039977	0.027018	0.053618	1e-06	0.046474	1e-06	0.059701	0.20543	0.071798
