AssociatedGeneName	EnsemblGeneID	h2.CrossTissue	se.CrossTissue	h2.AdiposeSubcutaneous	se.AdiposeSubcutaneous	h2.ArteryTibial	se.ArteryTibial	h2.HeartLeftVentricle	se.HeartLeftVentricle	h2.Lung	se.Lung	h2.MuscleSkeletal	se.MuscleSkeletal	h2.NerveTibial	se.NerveTibial	h2.SkinSunExposedLowerleg	se.SkinSunExposedLowerleg	h2.Thyroid	se.Thyroid	h2.WholeBlood	se.WholeBlood
GSDMC	ENSG00000147697.4	0.203601	0.065037	1e-06	0.046322	1e-06	0.048792	0.144915	0.097306	1e-06	0.045695	0.044262	0.044037	1e-06	0.040365	0.082117	0.062556	0.061327	0.05114	0.030822	0.040041
TNFRSF10C	ENSG00000173535.9	0.018019	0.02713	1e-06	0.037702	0.030698	0.050143	0.028685	0.0541	1e-06	0.031082	1e-06	0.030645	0.00039	0.027646	0.012264	0.030229	1e-06	0.028862	0.030819	0.036014
DNAH3	ENSG00000158486.9	0.020881	0.028802	1e-06	0.03171	1e-06	0.037885	1e-06	0.050624	1e-06	0.032901	1e-06	0.030602	0.07905	0.061624	1e-06	0.032626	1e-06	0.044701	0.030809	0.037382
SYT3	ENSG00000213023.5	0.25042	0.071174	0.006119	0.029773	1e-06	0.064306	1e-06	0.066463	0.055756	0.073419	0.075797	0.059268	0.002046	0.035748	1e-06	0.039781	0.050806	0.088735	0.030807	0.052578
MYBPC3	ENSG00000134571.6	0.033283	0.027802	1e-06	0.02495	1e-06	0.026317	0.032437	0.04837	0.046147	0.041063	0.008934	0.019298	0.064648	0.04622	1e-06	0.021067	1e-06	0.029358	0.030807	0.031793
BCAR1	ENSG00000050820.12	0.058475	0.03948	1e-06	0.046049	0.06602	0.05449	1e-06	0.059419	0.005738	0.035529	0.01168	0.031277	0.056632	0.055823	0.006267	0.035869	0.037054	0.043755	0.030805	0.03653
RGL3	ENSG00000205517.8	0.137414	0.058917	0.00198	0.032207	0.05922	0.047858	1e-06	0.059078	0.033268	0.044353	0.044121	0.042635	1e-06	0.044924	0.001493	0.026464	0.044176	0.046559	0.030804	0.044319
PRKAB2	ENSG00000131791.6	0.009691	0.017667	0.026568	0.03527	1e-06	0.044222	0.00802	0.039908	1e-06	0.041762	1e-06	0.026247	0.023967	0.039708	1e-06	0.036106	0.025572	0.035703	0.03079	0.035457
ENOX1	ENSG00000120658.8	0.052755	0.039006	0.076205	0.064905	1e-06	0.049609	0.141283	0.10587	0.185012	0.07954	0.083167	0.045323	0.114801	0.071745	0.017531	0.042087	1e-06	0.061518	0.030789	0.043843
RPA2	ENSG00000117748.5	1e-06	0.026494	1e-06	0.047624	1e-06	0.039625	0.021018	0.078853	1e-06	0.065138	1e-06	0.044739	1e-06	0.056507	1e-06	0.044194	1e-06	0.044851	0.030786	0.042249
ISCU	ENSG00000136003.11	0.012828	0.0245	1e-06	0.046297	0.028891	0.040113	1e-06	0.062192	0.024321	0.051935	0.044621	0.04183	0.013541	0.041522	0.074604	0.05476	0.035865	0.042777	0.030784	0.040503
ZBTB7B	ENSG00000160685.9	0.019098	0.027085	0.030806	0.04532	1e-06	0.045347	1e-06	0.054089	0.025906	0.040758	0.033627	0.043353	0.015391	0.042549	1e-06	0.036046	0.061916	0.053074	0.030782	0.038587
HIST1H2AL	ENSG00000198374.3	1e-06	0.020299	0.021475	0.037028	0.011882	0.036526	1e-06	0.036123	1e-06	0.041237	1e-06	0.027457	0.008214	0.037365	1e-06	0.033411	0.023797	0.04867	0.03078	0.031301
SGOL2	ENSG00000163535.13	1e-06	0.02159	1e-06	0.043393	1e-06	0.046457	0.019192	0.066373	0.037541	0.043693	1e-06	0.032663	1e-06	0.032101	0.015921	0.03277	0.01195	0.032724	0.030773	0.03207
MAG	ENSG00000105695.10	0.039219	0.030498	1e-06	0.044253	0.030635	0.037199	0.045174	0.074863	0.034094	0.047296	0.001507	0.032503	0.051972	0.047286	0.004088	0.039267	0.003896	0.032968	0.030764	0.04339
CDC6	ENSG00000094804.5	1e-06	0.020411	1e-06	0.02545	0.041909	0.04556	0.032121	0.064259	0.025969	0.038788	0.042649	0.040271	0.011557	0.031455	1e-06	0.032041	0.013238	0.032667	0.030763	0.03144
KLHL35	ENSG00000149243.11	0.01812	0.033704	0.077336	0.070885	0.013006	0.038992	1e-06	0.07119	0.001754	0.031793	0.03577	0.047077	0.0796	0.069442	1e-06	0.042665	0.066902	0.059227	0.03076	0.039542
TRIM24	ENSG00000122779.12	1e-06	0.02618	0.216691	0.080426	1e-06	0.045592	0.026461	0.082044	0.010277	0.03598	1e-06	0.044131	0.03226	0.05272	1e-06	0.033039	1e-06	0.062357	0.030755	0.048526
KLHL5	ENSG00000109790.12	0.106937	0.04378	1e-06	0.030344	0.025964	0.04379	1e-06	0.067415	1e-06	0.057445	0.033577	0.044488	0.065515	0.059152	0.078496	0.056636	0.004443	0.037662	0.030754	0.04165
SLC29A3	ENSG00000198246.7	0.184804	0.060086	1e-06	0.047138	0.048528	0.067006	0.025172	0.073186	0.065467	0.065713	0.038547	0.055703	1e-06	0.059334	0.022481	0.056712	0.043238	0.047571	0.030744	0.061034
SRA1	ENSG00000213523.5	0.149287	0.054922	1e-06	0.037223	0.017224	0.029602	0.029664	0.048461	0.02375	0.034135	0.024172	0.033447	1e-06	0.03631	0.03771	0.042097	0.022774	0.036177	0.030742	0.029473
VSIG10	ENSG00000176834.9	0.029602	0.037875	0.001917	0.034403	1e-06	0.052162	0.113729	0.092718	1e-06	0.049794	1e-06	0.047359	0.051233	0.064006	0.054995	0.05376	1e-06	0.046053	0.03074	0.049014
KIF2A	ENSG00000068796.12	0.023507	0.027622	0.005747	0.043736	0.022422	0.049848	0.085852	0.068361	1e-06	0.050355	0.007679	0.027699	1e-06	0.03419	1e-06	0.038588	1e-06	0.060127	0.030739	0.050993
TOMM5	ENSG00000175768.8	0.030235	0.033282	0.014228	0.034349	1e-06	0.044636	1e-06	0.059303	0.077758	0.057674	0.03631	0.04218	0.004553	0.04312	0.010264	0.037998	0.110196	0.069362	0.030723	0.042731
TRMT6	ENSG00000089195.10	0.006252	0.021139	0.003004	0.034056	0.027329	0.046748	0.059544	0.079263	1e-06	0.054594	0.113612	0.064165	1e-06	0.045631	1e-06	0.029153	1e-06	0.03665	0.030723	0.038149
IL17RB	ENSG00000056736.5	0.026513	0.028061	0.049666	0.052295	0.28448	0.087009	1e-06	0.057318	0.000891	0.040206	0.054479	0.049829	0.255256	0.081085	1e-06	0.035079	0.093829	0.058671	0.030714	0.042438
STXBP3	ENSG00000116266.6	0.004554	0.022965	1e-06	0.037102	1e-06	0.042208	0.10047	0.078036	0.043844	0.053548	1e-06	0.028912	0.066916	0.060338	0.083822	0.060085	0.066376	0.055741	0.030705	0.036241
CYC1	ENSG00000179091.4	0.041213	0.034902	1e-06	0.036037	1e-06	0.035659	0.006907	0.03766	0.031298	0.044491	1e-06	0.027801	1e-06	0.031893	0.053621	0.044442	1e-06	0.029389	0.030704	0.036696
DCAF7	ENSG00000136485.10	0.025684	0.024979	1e-06	0.033009	0.010103	0.030109	1e-06	0.037406	1e-06	0.024884	0.071072	0.051096	1e-06	0.048107	0.027973	0.033386	0.01511	0.032395	0.030701	0.032404
JRKL	ENSG00000183340.5	0.003213	0.017374	1e-06	0.042897	1e-06	0.035386	0.029249	0.062868	1e-06	0.031769	0.119278	0.064312	0.015742	0.034727	0.00909	0.029723	1e-06	0.042079	0.030697	0.039614
PDE3B	ENSG00000152270.4	0.133858	0.055875	0.002718	0.03675	1e-06	0.035783	0.021909	0.053467	1e-06	0.047635	1e-06	0.035149	0.072951	0.059873	1e-06	0.039036	0.014651	0.036243	0.030689	0.034802
SMCO3	ENSG00000179256.2	0.181619	0.056194	1e-06	0.050624	0.067516	0.060299	1e-06	0.048611	0.022138	0.043874	1e-06	0.035723	1e-06	0.048331	1e-06	0.038098	0.115961	0.071554	0.030677	0.035345
RGSL1	ENSG00000121446.12	0.004736	0.024421	1e-06	0.033316	0.029761	0.044297	1e-06	0.054713	0.003745	0.034366	1e-06	0.024636	0.089319	0.063354	0.06451	0.054459	1e-06	0.051281	0.030671	0.036149
VEZT	ENSG00000028203.13	1e-06	0.026951	1e-06	0.056808	1e-06	0.038634	1e-06	0.051521	0.063146	0.053271	1e-06	0.040975	1e-06	0.050694	0.008731	0.03219	0.04138	0.056296	0.030668	0.040249
FAM57B	ENSG00000149926.9	0.059183	0.034568	0.005236	0.026101	1e-06	0.028995	1e-06	0.036983	0.026289	0.034587	0.056836	0.038438	1e-06	0.043841	0.032921	0.033849	1e-06	0.025091	0.030666	0.033988
CD69	ENSG00000110848.4	0.067416	0.0397	1e-06	0.034599	1e-06	0.026706	1e-06	0.046387	1e-06	0.046961	0.048039	0.04599	0.079502	0.074269	0.030549	0.047383	0.007439	0.028955	0.030666	0.034773
BTG4	ENSG00000137707.9	1e-06	0.029733	0.036522	0.060019	1e-06	0.051451	1e-06	0.064717	1e-06	0.055401	0.01986	0.050275	3e-05	0.045486	1e-06	0.062955	0.053901	0.067687	0.030662	0.040132
FCER2	ENSG00000104921.10	0.267719	0.072433	1e-06	0.048288	0.030946	0.041062	1e-06	0.099901	0.039588	0.06541	0.034465	0.039599	1e-06	0.068462	1e-06	0.055897	1e-06	0.067802	0.030652	0.059984
KIAA1549	ENSG00000122778.5	0.042206	0.035196	1e-06	0.037998	0.055066	0.045621	1e-06	0.066639	0.08964	0.064282	0.046856	0.051537	0.102426	0.065035	0.013721	0.045123	0.021713	0.053073	0.030647	0.044988
NAA30	ENSG00000139977.9	1e-06	0.028318	1e-06	0.058497	1e-06	0.047664	0.265189	0.12667	0.028138	0.049687	0.068979	0.058654	1e-06	0.070661	0.051055	0.058844	0.034037	0.06076	0.030646	0.047344
SLC22A3	ENSG00000146477.4	0.006576	0.019154	1e-06	0.041422	1e-06	0.050095	0.116646	0.099423	1e-06	0.038713	1e-06	0.044126	0.222868	0.09837	0.026816	0.035668	1e-06	0.057628	0.030629	0.035552
CDC20	ENSG00000117399.9	1e-06	0.019031	0.031608	0.04206	1e-06	0.03903	0.00064	0.040455	0.031895	0.042962	0.035935	0.033675	1e-06	0.039351	0.093564	0.061286	1e-06	0.032679	0.030629	0.032627
PLCD3	ENSG00000161714.7	0.076308	0.041591	0.055008	0.049144	0.017688	0.037638	1e-06	0.048976	1e-06	0.034344	0.092087	0.050914	0.023378	0.041258	1e-06	0.035694	0.073427	0.054055	0.03062	0.036423
PDHX	ENSG00000110435.7	0.375724	0.065467	0.121349	0.064188	0.02802	0.049719	0.016482	0.06973	0.064541	0.061931	0.194582	0.072006	1e-06	0.039212	0.164224	0.068414	0.105647	0.060662	0.030608	0.032558
CCR5	ENSG00000160791.12	0.04873	0.032439	1e-06	0.035431	1e-06	0.019591	1e-06	0.071516	1e-06	0.029149	0.070464	0.047	0.005064	0.02935	0.059766	0.048758	1e-06	0.031524	0.030605	0.035472
ITGAX	ENSG00000140678.12	0.021611	0.021549	0.000511	0.018953	1e-06	0.02305	0.017759	0.043066	0.060736	0.052862	0.003886	0.023376	1e-06	0.043451	0.048566	0.042191	1e-06	0.038128	0.030601	0.030396
EED	ENSG00000074266.13	0.039142	0.040192	0.005296	0.033405	1e-06	0.036252	1e-06	0.081652	1e-06	0.042206	0.014152	0.038633	0.06912	0.062231	0.006098	0.043723	1e-06	0.050183	0.030586	0.033173
NPM3	ENSG00000107833.6	1e-06	0.024685	0.056766	0.048652	1e-06	0.034881	1e-06	0.056043	0.024649	0.038513	1e-06	0.032995	1e-06	0.035369	0.032123	0.037558	1e-06	0.03636	0.030577	0.03738
NT5C1A	ENSG00000116981.3	0.001251	0.020015	1e-06	0.051352	1e-06	0.039413	0.097591	0.085484	0.023348	0.048949	0.186701	0.072237	0.106159	0.066399	1e-06	0.034846	1e-06	0.040304	0.030568	0.050305
C17orf82	ENSG00000187013.2	0.018453	0.025645	0.029266	0.036257	0.110388	0.068431	0.028831	0.045211	1e-06	0.025563	0.014105	0.027278	1e-06	0.016407	1e-06	0.039688	1e-06	0.037053	0.030562	0.035369
ICA1	ENSG00000003147.13	1e-06	0.021745	1e-06	0.059647	0.049767	0.050929	0.218297	0.102812	1e-06	0.056559	1e-06	0.042533	1e-06	0.050249	1e-06	0.040034	0.013208	0.038307	0.03055	0.040716
HMCN2	ENSG00000148357.12	1e-06	0.029478	0.005115	0.037951	1e-06	0.057504	1e-06	0.083302	1e-06	0.040931	1e-06	0.044095	0.025493	0.057169	0.042207	0.049113	1e-06	0.046383	0.030544	0.042571
SLC35E4	ENSG00000100036.11	0.269606	0.066206	1e-06	0.029001	0.042063	0.04833	0.012133	0.053485	0.01993	0.03657	0.005585	0.023059	0.048822	0.04767	0.297657	0.089776	1e-06	0.034399	0.030544	0.035817
TUBG1	ENSG00000131462.3	0.015605	0.023531	1e-06	0.035486	1e-06	0.029172	1e-06	0.055186	0.028342	0.036092	0.023125	0.034679	1e-06	0.031334	0.004683	0.025819	1e-06	0.032416	0.030541	0.03282
COX8C	ENSG00000187581.2	1e-06	0.02224	1e-06	0.031815	1e-06	0.034346	1e-06	0.049588	1e-06	0.038878	0.037215	0.041285	1e-06	0.043631	0.001889	0.027487	1e-06	0.034894	0.030533	0.040745
SCYL2	ENSG00000136021.13	1e-06	0.031183	0.056031	0.05398	0.072398	0.0624	0.050882	0.084414	0.095243	0.07277	0.049597	0.040263	0.090334	0.061646	0.005809	0.038903	0.030909	0.048997	0.030521	0.03374
CYFIP1	ENSG00000068793.13	0.011139	0.027986	1e-06	0.042761	0.021708	0.034609	0.071131	0.083214	0.15117	0.078695	0.017005	0.029854	1e-06	0.041127	1e-06	0.033283	1e-06	0.040187	0.030514	0.038057
ZNF496	ENSG00000162714.8	1e-06	0.016628	0.084522	0.066102	1e-06	0.034549	1e-06	0.037352	1e-06	0.026124	0.011599	0.024769	0.006991	0.022858	1e-06	0.032935	0.002792	0.020712	0.030513	0.028175
WNT11	ENSG00000085741.8	0.005787	0.015168	1e-06	0.03359	1e-06	0.034344	1e-06	0.041236	1e-06	0.052782	0.019211	0.034377	1e-06	0.049573	0.043082	0.036454	0.026059	0.043092	0.030494	0.040044
MTERFD2	ENSG00000122085.11	1e-06	0.026505	1e-06	0.032272	1e-06	0.046274	0.084756	0.082976	0.013746	0.042421	0.001752	0.026401	1e-06	0.052886	0.056969	0.042852	0.070569	0.054162	0.030489	0.034558
SERPINB10	ENSG00000242550.1	0.018707	0.026194	0.007599	0.04303	0.016284	0.038474	1e-06	0.083471	0.013622	0.044836	0.021443	0.047979	0.040467	0.068349	0.04167	0.057082	0.048747	0.053118	0.030468	0.051041
PRR16	ENSG00000184838.10	0.023633	0.0283	0.054645	0.04956	0.011885	0.034606	0.076232	0.076283	0.082455	0.059223	0.125381	0.060923	0.001178	0.034074	0.019937	0.037172	1e-06	0.04219	0.030466	0.040191
DZIP1L	ENSG00000158163.10	0.098144	0.046768	0.006282	0.033896	0.024723	0.050021	1e-06	0.102639	0.062256	0.080813	0.055761	0.055938	1e-06	0.059347	0.013448	0.046165	1e-06	0.042832	0.030466	0.04298
YPEL3	ENSG00000090238.7	0.114063	0.045859	0.070499	0.045819	1e-06	0.02183	0.019311	0.044558	0.027856	0.032382	0.009441	0.021088	0.104202	0.063418	1e-06	0.024933	1e-06	0.023149	0.030452	0.030044
WDR87	ENSG00000171804.5	0.076304	0.048569	0.018252	0.055512	0.001899	0.02918	0.039732	0.093843	1e-06	0.043333	0.019805	0.040808	0.072535	0.071981	0.001266	0.043463	1e-06	0.058779	0.030445	0.046479
GAA	ENSG00000171298.8	1e-06	0.023238	1e-06	0.068474	0.054367	0.055169	0.022709	0.097155	1e-06	0.070103	0.080228	0.064456	1e-06	0.053564	0.064503	0.058768	0.02541	0.044393	0.030442	0.043979
C3orf18	ENSG00000088543.10	0.021375	0.022219	0.006588	0.015125	0.00643	0.023646	0.015524	0.027159	1e-06	0.035998	0.004607	0.012857	1e-06	0.038277	1e-06	0.023999	0.038026	0.041261	0.030432	0.032524
USP38	ENSG00000170185.5	0.014504	0.026252	1e-06	0.036487	0.041931	0.046699	0.019875	0.052077	1e-06	0.048508	1e-06	0.032243	0.095807	0.069905	0.00661	0.036882	1e-06	0.040939	0.030431	0.040793
CROCC	ENSG00000058453.12	0.023494	0.02515	0.046415	0.05055	0.006959	0.02341	1e-06	0.049775	1e-06	0.048491	1e-06	0.023413	0.000573	0.029428	0.049153	0.047697	1e-06	0.041869	0.030426	0.041934
HAX1	ENSG00000143575.10	0.142922	0.059576	0.147811	0.074707	0.069389	0.067647	0.043064	0.059158	0.048028	0.061851	0.016131	0.03807	1e-06	0.051018	0.007388	0.032326	0.046513	0.061434	0.030415	0.043667
LXN	ENSG00000079257.3	1e-06	0.023042	1e-06	0.026552	1e-06	0.035277	0.044083	0.056179	1e-06	0.038311	1e-06	0.023998	1e-06	0.034172	0.024941	0.037916	1e-06	0.040756	0.030407	0.029405
BRIX1	ENSG00000113460.8	0.034778	0.04454	1e-06	0.070355	0.111249	0.083344	1e-06	0.069827	1e-06	0.057406	0.016008	0.047854	1e-06	0.049026	0.018617	0.037631	1e-06	0.050996	0.030396	0.045405
KIAA1239	ENSG00000174145.7	0.040446	0.038877	1e-06	0.038162	1e-06	0.038856	0.022437	0.056849	0.031723	0.046828	0.005672	0.025394	1e-06	0.055917	0.016797	0.046828	0.004064	0.049102	0.030391	0.042712
AGRN	ENSG00000188157.9	0.003428	0.022408	1e-06	0.039656	0.020101	0.048451	1e-06	0.065278	0.008733	0.037521	1e-06	0.026068	1e-06	0.047458	1e-06	0.059082	1e-06	0.038093	0.030386	0.037283
HOXA6	ENSG00000106006.5	0.046721	0.032617	1e-06	0.041014	1e-06	0.04195	0.013545	0.054426	0.008621	0.033829	1e-06	0.04018	0.005076	0.034898	1e-06	0.043873	1e-06	0.058368	0.030381	0.033299
ZNF546	ENSG00000187187.9	1e-06	0.043852	1e-06	0.056461	0.01618	0.046627	1e-06	0.101734	0.001207	0.041954	1e-06	0.056052	1e-06	0.064603	1e-06	0.068912	1e-06	0.066518	0.030375	0.046879
RASSF1	ENSG00000068028.13	0.117734	0.056045	0.011679	0.020404	0.018137	0.029401	1e-06	0.019291	0.001403	0.018531	1e-06	0.0116	0.025753	0.03536	0.016395	0.024971	0.025648	0.034697	0.030374	0.032575
TMEM127	ENSG00000135956.3	1e-06	0.029844	1e-06	0.045956	1e-06	0.055902	1e-06	0.065218	1e-06	0.048577	0.039812	0.043702	1e-06	0.059854	1e-06	0.048137	0.007535	0.035946	0.03037	0.042059
ASCC3	ENSG00000112249.9	0.219324	0.059175	1e-06	0.027882	0.112089	0.06217	0.014917	0.051544	0.018507	0.037667	0.032934	0.038295	0.003613	0.046189	0.056125	0.05096	1e-06	0.05177	0.030357	0.03682
SARS	ENSG00000031698.8	0.045823	0.038895	1e-06	0.034365	0.063796	0.053376	0.009371	0.066469	0.043473	0.048795	0.035874	0.04556	0.025174	0.05115	0.018648	0.034258	0.030544	0.048043	0.030356	0.040562
SEMG1	ENSG00000124233.10	1e-06	0.021273	1e-06	0.054537	1e-06	0.061142	0.221956	0.106709	0.035894	0.061931	1e-06	0.027633	1e-06	0.051957	0.002223	0.033074	0.013073	0.046057	0.030355	0.036991
SCRIB	ENSG00000180900.12	0.039753	0.038205	0.021402	0.037362	1e-06	0.037329	0.003869	0.055826	1e-06	0.049702	0.04553	0.045067	0.067633	0.050502	0.008466	0.025046	0.072863	0.065496	0.030354	0.03429
ORM2	ENSG00000228278.2	0.050366	0.035227	0.014409	0.038436	0.025307	0.043018	0.148055	0.096115	0.054673	0.058045	0.037529	0.040156	0.017383	0.044804	1e-06	0.044663	0.003506	0.02754	0.030351	0.045222
B3GNT6	ENSG00000198488.6	0.00183	0.018622	1e-06	0.023932	1e-06	0.033484	0.061581	0.074988	1e-06	0.029512	0.002157	0.024339	0.012419	0.032754	0.009594	0.026529	1e-06	0.034276	0.03035	0.035178
GRK4	ENSG00000125388.15	1e-06	0.024891	1e-06	0.040002	1e-06	0.054382	1e-06	0.073124	0.029551	0.049657	0.021002	0.039668	1e-06	0.059545	0.045138	0.048228	1e-06	0.042312	0.03035	0.03589
TADA1	ENSG00000152382.5	0.206443	0.062184	1e-06	0.036619	0.034084	0.0457	1e-06	0.052285	0.078904	0.067841	0.003166	0.031431	0.125506	0.07813	0.062488	0.056878	0.029857	0.048235	0.030348	0.040342
DKFZP779L1853	ENSG00000269514.1	0.182339	0.053816	0.116355	0.062777	1e-06	0.033731	1e-06	0.070175	0.056405	0.049461	0.029856	0.037089	1e-06	0.038464	0.044066	0.047248	0.134903	0.060031	0.030342	0.037705
FRS3	ENSG00000137218.6	0.098393	0.046029	1e-06	0.044102	0.045192	0.05547	1e-06	0.08287	0.02237	0.056063	0.048943	0.042138	0.031221	0.049602	0.020628	0.045506	0.091005	0.062253	0.030341	0.033909
ZC2HC1B	ENSG00000118491.7	0.042593	0.035399	1e-06	0.053962	0.029507	0.043784	0.080635	0.088755	1e-06	0.039277	1e-06	0.02799	1e-06	0.028972	1e-06	0.050235	1e-06	0.056376	0.030321	0.03454
LSM5	ENSG00000106355.5	0.018196	0.02681	0.003829	0.036364	0.040401	0.061431	0.045292	0.061935	1e-06	0.045037	0.021961	0.034036	1e-06	0.057241	1e-06	0.04792	0.066279	0.053066	0.030315	0.039759
HTRA2	ENSG00000115317.7	0.012348	0.021826	1e-06	0.041204	0.025598	0.033961	1e-06	0.058251	0.000431	0.028624	0.0251	0.032441	1e-06	0.035982	0.116379	0.071918	1e-06	0.033154	0.030313	0.037696
NOVA2	ENSG00000104967.6	1e-06	0.020153	1e-06	0.037178	1e-06	0.030079	1e-06	0.062591	0.050237	0.043389	0.002853	0.026731	1e-06	0.029955	1e-06	0.031923	1e-06	0.031521	0.030308	0.0434
NDN	ENSG00000182636.4	1e-06	0.017629	1e-06	0.043347	1e-06	0.047257	0.027601	0.050971	1e-06	0.046743	0.077284	0.049887	1e-06	0.050264	1e-06	0.033144	0.001887	0.028666	0.030303	0.034436
TMBIM6	ENSG00000139644.8	1e-06	0.017926	0.011462	0.028548	0.099535	0.063949	0.088459	0.059296	0.052554	0.043354	1e-06	0.020238	0.005654	0.022166	1e-06	0.03729	0.010425	0.027518	0.030301	0.02762
PLEKHA8	ENSG00000106086.14	1e-06	0.023995	1e-06	0.045878	1e-06	0.041956	0.06546	0.078694	0.007322	0.040064	0.04668	0.037896	0.047415	0.063621	1e-06	0.039939	1e-06	0.036823	0.030296	0.041272
RPL26	ENSG00000161970.8	0.01875	0.025898	0.015702	0.04148	1e-06	0.038262	1e-06	0.071866	0.027594	0.049265	1e-06	0.037003	1e-06	0.047715	1e-06	0.036254	1e-06	0.040922	0.030291	0.039514
CADPS2	ENSG00000081803.11	0.037526	0.036461	1e-06	0.038158	0.003756	0.02857	1e-06	0.064864	1e-06	0.037919	1e-06	0.025312	0.036617	0.048233	1e-06	0.041244	1e-06	0.036808	0.030286	0.045373
MRPS11	ENSG00000181991.11	0.008507	0.021681	1e-06	0.023931	1e-06	0.042596	0.02975	0.047247	0.083046	0.062681	1e-06	0.019375	1e-06	0.015389	1e-06	0.03798	0.025967	0.034826	0.030279	0.031608
GCGR	ENSG00000215644.5	0.032829	0.034861	0.093542	0.071326	1e-06	0.055287	0.000426	0.065304	0.045811	0.050976	1e-06	0.032467	0.060857	0.055638	1e-06	0.040517	1e-06	0.051754	0.030276	0.047776
SNX8	ENSG00000106266.4	1e-06	0.027425	0.008574	0.04233	1e-06	0.04324	0.043665	0.061465	0.0221	0.048034	1e-06	0.035585	1e-06	0.030461	0.034311	0.052505	0.053246	0.050382	0.030276	0.037648
ABCB11	ENSG00000073734.8	1e-06	0.028478	0.000436	0.033915	0.001009	0.032193	0.073116	0.075873	1e-06	0.040153	0.000522	0.033417	0.069703	0.065919	0.094271	0.059078	1e-06	0.057411	0.030275	0.039999
TEN1	ENSG00000257949.2	0.037458	0.028525	1e-06	0.041326	0.012045	0.040696	0.009647	0.068016	1e-06	0.049175	1e-06	0.034934	1e-06	0.052317	0.200982	0.085028	0.002498	0.039654	0.030273	0.052198
AKR1E2	ENSG00000165568.13	0.314736	0.070597	0.075713	0.064141	0.024478	0.051965	0.032706	0.0678	1e-06	0.036673	0.002429	0.031856	0.047925	0.067091	0.074745	0.060724	0.012393	0.04495	0.030272	0.048163
STT3B	ENSG00000163527.5	0.121775	0.05688	1e-06	0.035486	0.010039	0.034233	1e-06	0.078871	0.018655	0.044855	1e-06	0.041123	0.168813	0.093941	1e-06	0.044778	0.063413	0.066198	0.030269	0.040794
HKDC1	ENSG00000156510.11	0.176259	0.059791	0.022046	0.044105	0.011154	0.050898	0.019421	0.075626	0.024782	0.053713	0.002514	0.036168	1e-06	0.050998	0.061312	0.06023	0.092953	0.070516	0.030269	0.046571
KRTAP4-12	ENSG00000213416.3	1e-06	0.017448	1e-06	0.044072	0.076934	0.055384	0.000718	0.054523	1e-06	0.034576	1e-06	0.033429	1e-06	0.031687	1e-06	0.023689	1e-06	0.030102	0.03026	0.030672
RASGRP3	ENSG00000152689.13	0.071575	0.035417	0.022775	0.031374	1e-06	0.024762	1e-06	0.03434	1e-06	0.024383	1e-06	0.031597	0.055701	0.043626	0.005315	0.021344	0.008935	0.028982	0.030254	0.028239
USP20	ENSG00000136878.8	0.033125	0.037508	0.014644	0.034266	0.061972	0.060703	0.139745	0.105271	1e-06	0.045687	0.045654	0.045309	0.154813	0.089896	0.130789	0.074667	1e-06	0.037754	0.030252	0.042238
PCDHB12	ENSG00000120328.4	0.212827	0.056113	1e-06	0.031532	0.09151	0.059665	0.091016	0.075979	1e-06	0.036712	0.076655	0.047766	0.015701	0.041259	1e-06	0.035029	0.039689	0.046772	0.030241	0.038025
FBXO41	ENSG00000163013.7	1e-06	0.022632	0.034178	0.038481	1e-06	0.043167	0.028219	0.053888	0.024654	0.042806	1e-06	0.030542	1e-06	0.035457	0.06037	0.057224	1e-06	0.027309	0.030228	0.033615
RUFY2	ENSG00000204130.8	0.032862	0.027621	0.056257	0.054813	0.008598	0.035194	1e-06	0.044428	0.02038	0.038658	0.016931	0.02939	1e-06	0.035569	0.000833	0.02345	0.00973	0.039664	0.030223	0.032382
QSOX2	ENSG00000165661.11	1e-06	0.016639	1e-06	0.041975	0.010471	0.023292	0.017506	0.044031	1e-06	0.039268	1e-06	0.043899	0.052607	0.052244	1e-06	0.031971	1e-06	0.030373	0.030223	0.031723
PHLDA2	ENSG00000181649.5	1e-06	0.016865	0.029273	0.036775	0.007845	0.031674	1e-06	0.044283	1e-06	0.036186	1e-06	0.030663	0.008555	0.031548	0.015084	0.033286	1e-06	0.030109	0.030206	0.028926
ATF3	ENSG00000162772.12	0.014083	0.025631	1e-06	0.042468	0.058821	0.054688	1e-06	0.06174	1e-06	0.037997	0.013366	0.037009	1e-06	0.047753	1e-06	0.03433	1e-06	0.047348	0.030203	0.04514
DDC8	ENSG00000178404.5	0.020642	0.029322	0.003641	0.031844	0.057016	0.044271	1e-06	0.055591	0.079241	0.059033	0.005529	0.028383	0.101337	0.072849	1e-06	0.032447	1e-06	0.037772	0.030199	0.033419
ZNF414	ENSG00000133250.9	0.089709	0.048529	1e-06	0.032947	1e-06	0.052642	1e-06	0.082439	0.026047	0.04701	1e-06	0.035272	0.01472	0.042934	1e-06	0.04935	0.051484	0.042354	0.030192	0.037177
MSLN	ENSG00000102854.10	0.048208	0.042627	0.085225	0.080139	1e-06	0.044573	0.008676	0.072176	0.030752	0.050166	1e-06	0.041442	0.042068	0.055288	1e-06	0.057847	0.018766	0.05272	0.030183	0.043132
